source,source_domain,url,bias_score,factual_reporting_score
Hawar News Agancy,en.hawarnews.org,https://mediabiasfactcheck.com/hawar-news-agency/,-31,-1
Health Affairs Journal,healthaffairs.org,https://mediabiasfactcheck.com/health-affairs-journal/,0,3
Health Impact News,healthimpactnews.com,https://mediabiasfactcheck.com/health-impact-news/,10.7,-1
Health Magazine,health.com,https://mediabiasfactcheck.com/health-magazine/,-9,0
Health Nut News,healthnutnews.com,https://mediabiasfactcheck.com/health-nut-news/,11.4,-2
Healthcare Finance News,healthcarefinancenews.com,https://mediabiasfactcheck.com/healthcare-finance-news/,0,2
HealthLine,healthline.com,https://mediabiasfactcheck.com/healthline/,0,1
Healthy Holistic Living,healthy-holistic-living.com,https://mediabiasfactcheck.com/healthy-holistic-living/,7.3,-1
HealthyWay,healthyway.com,https://mediabiasfactcheck.com/healthyway/,-9,2
Heartland Institute,heartland.org,https://mediabiasfactcheck.com/heartland-institute/,27,-1
Heat Street,heatst.com,https://mediabiasfactcheck.com/heat-street/,23,0
Heavy,heavy.com,https://mediabiasfactcheck.com/heavy/,-6,2
Hello Christian,hellochristian.com,https://mediabiasfactcheck.com/hello-christian/,27.4,0
Helsinki Times,helsinkitimes.fi,https://mediabiasfactcheck.com/helsinki-times/,-11,2
Herald & Review,herald-review.com,https://mediabiasfactcheck.com/herald-review-illinois/,2,2
Herald Sun (AUS),heraldsun.com.au,https://mediabiasfactcheck.com/herald-sun/,9,1
Heritage Foundation,heritage.org,https://mediabiasfactcheck.com/heritage-foundation/,26,0
HermanCain.com,hermancain.com,https://mediabiasfactcheck.com/hermancain-com/,26,0
Heterodox Academy,heterodoxacademy.org,https://mediabiasfactcheck.com/heterodox-academy/,7,2
High Country News,hcn.org,https://mediabiasfactcheck.com/high-country-news/,-11,2
High Point Enterprise,hpenews.com,https://mediabiasfactcheck.com/high-point-enterprise/,9,2
Highline,highline.huffingtonpost.com,https://mediabiasfactcheck.com/highline/,-10,2
Hill Reporter,hillreporter.com,https://mediabiasfactcheck.com/hill-reporter/,-23,2
Hillary Daily,hillarydaily.com,https://mediabiasfactcheck.com/hillary-daily/,21,0
Hindu Business Line,thehindubusinessline.com,https://mediabiasfactcheck.com/the-hindu-business-line/,5,0
Hindustan Times,hindustantimes.com,https://mediabiasfactcheck.com/hindustan-times/,-6,0
History News Network,historynewsnetwork.org,https://mediabiasfactcheck.com/history-news-network/,-10,2
Hoax Slayer,hoax-slayer.net,https://mediabiasfactcheck.com/hoax-slayer/,0,3
Hogg Watch,hoggwatch.com,https://mediabiasfactcheck.com/hogg-watch/,32,-1
Hollywood Reporter,hollywoodreporter.com,https://mediabiasfactcheck.com/hollywood-reporter/,-8,2
Homeland Security News Wire,homelandsecuritynewswire.com,https://mediabiasfactcheck.com/homeland-security-news-wire/,1,2
Honest Reporting,honestreporting.com,https://mediabiasfactcheck.com/honest-reporting/,13,1
Honolulu Star-Advertiser,staradvertiser.com,https://mediabiasfactcheck.com/honolulu-star-advertiser/,-7,2
Hoover Institution,hoover.org,https://mediabiasfactcheck.com/hoover-institution/,14,2
Hot Air,hotair.com,https://mediabiasfactcheck.com/hot-air/,23,1
Houston Chronicle,houstonchronicle.com,https://mediabiasfactcheck.com/houston-chronicle/,-8,2
How Stuff Works,howstuffworks.com,https://mediabiasfactcheck.com/howstuffworks/,-3,3
How-To Geek,howtogeek.com,https://mediabiasfactcheck.com/how-to-geek/,0,3
Hudson Institute,hudson.org,https://mediabiasfactcheck.com/hudson-institute/,22,2
Huffington Post,huffpost.com,https://mediabiasfactcheck.com/huffington-post/,-20,0
Human Events,humanevents.com,https://mediabiasfactcheck.com/human-events/,23,0
Human Progress,humanprogress.org,https://mediabiasfactcheck.com/human-progress/,16,1
Human Rights Campaign,hrc.org,https://mediabiasfactcheck.com/human-rights-campaign/,-22,2
Human Rights Watch,hrw.org,https://mediabiasfactcheck.com/human-rights-watch/,-12,2
Humanium,humanium.org,https://mediabiasfactcheck.com/humanium/,-11,2
Hurriyet Daily News,hurriyetdailynews.com,https://mediabiasfactcheck.com/hurriyet-daily-news/,20,0
I Bleed Red White and Blue,ibleedredwhiteblue.com,https://mediabiasfactcheck.com/bleed-red-white-blue/,24,0
I Hate the Media,ihatethemedia.com,https://mediabiasfactcheck.com/i-hate-the-media/,30,-1
I have the Truth,ihavethetruth.com,https://mediabiasfactcheck.com/i-have-the-truth/,33,-1
I love my Freedom,ilovemyfreedom.org,https://mediabiasfactcheck.com/i-love-my-freedom/,32,-2
"I, Hypocrite",ihypocrite.net,https://mediabiasfactcheck.com/i-hypocrite/,30,0
I24 News,i24news.tv,https://mediabiasfactcheck.com/i24-news/,1,2
Ice News,icenews.is,https://mediabiasfactcheck.com/ice-news/,-10,1
Icitizen,icitizen.com,https://mediabiasfactcheck.com/icitizen/,-2,2
Idaho Statesman,idahostatesman.com,https://mediabiasfactcheck.com/idaho-statesman/,-2,2
Identity Evropa,identityevropa.com,https://mediabiasfactcheck.com/identity-evropa/,29,-2
If America Knew,ifamericaknew.org,https://mediabiasfactcheck.com/if-america-knew/,-13,2
If You Only News,ifyouonlynews.com,https://mediabiasfactcheck.com/if-you-only-news/,-31,-2
IFL Science,iflscience.com,https://mediabiasfactcheck.com/ifl-science/,-15,1
Illegal Alien Crime Report,illegalaliencrimereport.com,https://mediabiasfactcheck.com/illegal-alien-crime-report/,28,0
Illicit Info,illicitinfo.com,https://mediabiasfactcheck.com/illicit-info/,32,-1
Illinois Policy Institute,illinoispolicy.org,https://mediabiasfactcheck.com/illinois-policy-institute/,18,1
iMediaEthics,imediaethics.org,https://mediabiasfactcheck.com/imediaethics/,-3,2
IMOwired,imowired.com,https://mediabiasfactcheck.com/imowired/,32,-2
Impeach Trump Now,impeachdjtnow.com,https://mediabiasfactcheck.com/impeach-donald-trump/,-27,0
Imprimis,imprimis.hillsdale.edu,https://mediabiasfactcheck.com/imprimis-hillsdale-college/,22,0
In Defence of Marxism,marxist.com,https://mediabiasfactcheck.com/in-defence-of-marxism/,-25,2
In Homeland Security,inhomelandsecurity.com,https://mediabiasfactcheck.com/in-homeland-security/,8,2
In These Times,inthesetimes.com,https://mediabiasfactcheck.com/in-these-times/,-24,1
Independent Australia,independentaustralia.net,https://mediabiasfactcheck.com/independent-australia/,-13,2
Independent Journal Review,ijr.org,https://mediabiasfactcheck.com/independent-journal-review/,1,1
Independent Media Center,indymedia.org,https://mediabiasfactcheck.com/independent-media-center/,-12,0
Independent Record (Montana),helenair.com,https://mediabiasfactcheck.com/independent-record-montana/,1,2
Independent Reporter,ir.net,https://mediabiasfactcheck.com/independent-reporter-ir-net/,-25,0
Independent Sentinel,independentsentinel.com,https://mediabiasfactcheck.com/independent-sentinel/,27,0
Independent Voter Network (IVN),ivn.us,https://mediabiasfactcheck.com/independent-voter-network-ivn/,-3,2
Independent Women's Forum,iwf.org,https://mediabiasfactcheck.com/independent-womens-forum-iwf/,22,1
India Times,indiatimes.com,https://mediabiasfactcheck.com/india-times-bias-rating/,5,0
India Today,indiatoday.in,https://mediabiasfactcheck.com/india-today/,12,0
Indianapolis Star,indystar.com,https://mediabiasfactcheck.com/indianapolis-star/,-2,2
Inequality Media,inequalitymedia.org,https://mediabiasfactcheck.com/inequality-media/,-16,2
iNews,inews.co.uk,https://mediabiasfactcheck.com/inews/,-11,2
Influence Watch,influencewatch.org,https://mediabiasfactcheck.com/influence-watch/,22,2
InfoGalactic,infogalactic.com,https://mediabiasfactcheck.com/infogalactic/,29,-1
Information Clearing House,informationclearinghouse.info,https://mediabiasfactcheck.com/information-clearing-house/,0.8,0
Information Liberation,informationliberation.com,https://mediabiasfactcheck.com/information-liberation/,28,-1
Informed Comment (Juan Cole),juancole.com,https://mediabiasfactcheck.com/informed-comment/,-17,2
Informed Owners,informedowners.com,https://mediabiasfactcheck.com/informed-owners/,31,-2
Inforum,inforum.com,https://mediabiasfactcheck.com/inforum-the-forum-fargo-moorhead-bias-rating/,8,2
InfoScum,infoscum.com,https://mediabiasfactcheck.com/infoscum/,-11,0
Infowars,infowars.com,https://mediabiasfactcheck.com/infowars-alex-jones/,31,-2
Inland Valley Bulletin,dailybulletin.com,https://mediabiasfactcheck.com/inland-valley-daily-bulletin/,1,2
Inquisitr,inquisitr.com,https://mediabiasfactcheck.com/inquisitr/,-12,0
Inside Edition,insideedition.com,https://mediabiasfactcheck.com/inside-edition/,-7,2
Inside Higher Ed,insidehighered.com,https://mediabiasfactcheck.com/inside-higher-ed/,-5,2
I,insidephilanthropy.com,https://mediabiasfactcheck.com/inside-philanthropy/,-11,2
Inside Science,insidescience.org,https://mediabiasfactcheck.com/inside-science/,0,2
InsideClimate News,insideclimatenews.org,https://mediabiasfactcheck.com/insideclimate-news/,-12,2
InsideSources,insidesources.com,https://mediabiasfactcheck.com/insidesources/,11,1
Institute for Creation Research,icr.org,https://mediabiasfactcheck.com/institute-for-creation-research-icr/,24.4,-2
Institute for Family Studies,ifstudies.org,https://mediabiasfactcheck.com/institute-for-family-studies/,21,0
Institute for Historical Review (IHR),ihr.org,https://mediabiasfactcheck.com/institute-for-historical-review/,33,-2
Institute for Humane Studies,theihs.org,https://mediabiasfactcheck.com/institute-for-humane-studies/,5,2
Institute for Middle East Understanding,imeu.org,https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/,-10,2
Institute for Policy Studies,ips-dc.org,https://mediabiasfactcheck.com/institute-policy-studies/,-26,2
Institute for Responsible Technology,responsibletechnology.org,https://mediabiasfactcheck.com/institute-for-responsible-technology/,2.3,0
Institute for Women's Policy Research (IWPR),iwpr.org,https://mediabiasfactcheck.com/institute-for-womens-policy-research-iwpr/,-3,2
Institute of Physics (IOP),iop.org,https://mediabiasfactcheck.com/institute-of-physics-iop/,0,3
Institute on Taxation and Economic Policy (ITEP),itep.org,https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/,-9,2
Intellectual Takeout,intellectualtakeout.org,https://mediabiasfactcheck.com/intellectual-takeout/,23,1
Intellihub,intellihub.com,https://mediabiasfactcheck.com/intellihub/,20.9,-1
Inter press News Service (IPS),ipsnews.net,https://mediabiasfactcheck.com/inter-press-service-ips/,-14,2
International Business Times,ibtimes.com,https://mediabiasfactcheck.com/international-business-times/,-9,0
International Center for Research on Women,icrw.org,https://mediabiasfactcheck.com/international-center-for-research-on-women/,-9,2
International Consortium of Investigative Journalists,icij.org,https://mediabiasfactcheck.com/international-consortium-of-investigative-journalists/,-3,3
International Crisis Group,crisisgroup.org,https://mediabiasfactcheck.com/international-crisis-group/,-9,3
International Energy Agency,iea.org,https://mediabiasfactcheck.com/international-energy-agency-iea/,-4,2
International Organization,cambridge.org,https://mediabiasfactcheck.com/international-organization/,1,3
International Organization for the Family (IOF),profam.org,https://mediabiasfactcheck.com/international-organization-for-the-family-iof/,29,-1
International Press Institute,ipi.media,https://mediabiasfactcheck.com/international-press-institute/,0,3
International Renewable Energy Agency,irena.org,https://mediabiasfactcheck.com/international-renewable-energy-agency-irena/,0,2
International Rescue Committee,rescue.org,https://mediabiasfactcheck.com/international-rescue-committee-irc/,-2,2
International Viewpoint,internationalviewpoint.org,https://mediabiasfactcheck.com/international-viewpoint/,-27,0
Intrepid Report,intrepidreport.com,https://mediabiasfactcheck.com/intrepid-report/,-22,0
Inverse,inverse.com,https://mediabiasfactcheck.com/inverse/,-10,2
Investigative Reporters and Editors,ire.org,https://mediabiasfactcheck.com/investigative-reporters-and-editors/,0,3
Investment Watch Blog,investmentwatchblog.com,https://mediabiasfactcheck.com/investment-watch-blog/,18.8,0
Investopedia,investopedia.com,https://mediabiasfactcheck.com/investopedia/,0,2
Investors Business Daily,investors.com,https://mediabiasfactcheck.com/investors-business-daily/,25,0
Iowa Starting Line,iowastartingline.com,https://mediabiasfactcheck.com/iowa-starting-line/,-20,2
iPatriot,ipatriot.com,https://mediabiasfactcheck.com/ipatriot/,27,0
Ipolitics,ipolitics.ca,https://mediabiasfactcheck.com/ipolitics/,-8,2
The New Humanitarian,thenewhumanitarian.org,https://mediabiasfactcheck.com/irin-news/,-8,2
Irish Independent,independent.ie,https://mediabiasfactcheck.com/irish-independent/,10,1
Israel Hayom,israelhayom.com,https://mediabiasfactcheck.com/israel-hayom/,23,1
Israel Video Network,israelvideonetwork.com,https://mediabiasfactcheck.com/israel-video-network/,29,0
It's Going Down,itsgoingdown.org,https://mediabiasfactcheck.com/its-going-down/,-26,0
ITV News,itv.com,https://mediabiasfactcheck.com/itv-news/,7,2
Jackson Free Press,jacksonfreepress.com,https://mediabiasfactcheck.com/jackson-free-press/,-11,2
Jackson Sun,jacksonsun.com,https://mediabiasfactcheck.com/jackson-sun/,2,2
Jacobin,jacobinmag.com,https://mediabiasfactcheck.com/jacobin/,-24,2
James Randi Educational Foundation,web.randi.org,https://mediabiasfactcheck.com/james-randi-educational-foundation/,0,3
Janes Information Group,janes.com,https://mediabiasfactcheck.com/ihs-janes-360/,1,2
Japan Times,japantimes.co.jp,https://mediabiasfactcheck.com/japan-times/,1,2
Japan Today,japantoday.com,https://mediabiasfactcheck.com/japan-today/,-11,2
Jew Watch,jewwatch.com,https://mediabiasfactcheck.com/jew-watch/,32,-1
Jewish Breaking News,jewishbreakingnews.com,https://mediabiasfactcheck.com/jewish-breaking-news/,11,0
Jewish Journal,jewishjournal.com,https://mediabiasfactcheck.com/jewish-journal/,7,2
Jewish News Syndicate,jns.org,https://mediabiasfactcheck.com/jewish-news-syndicate-jns/,12,2
Jewish Policy Center,jewishpolicycenter.org,https://mediabiasfactcheck.com/jewish-policy-center/,18,2
Jewish Telegraphic Agency (JTA),jta.org,https://mediabiasfactcheck.com/jewish-telegraphic-agency-jta/,1,2
Jewish World Review,jewishworldreview.com,https://mediabiasfactcheck.com/jewish-world-review/,23,0
Jews News,jewsnews.co.il,https://mediabiasfactcheck.com/jews-news/,24.0,-1
Jezebel,jezebel.com,https://mediabiasfactcheck.com/jezebel/,-25,2
Jihadica,jihadica.com,https://mediabiasfactcheck.com/jihadica/,-7,2
Joe for America,joeforamerica.com,https://mediabiasfactcheck.com/joe-for-america/,29,-1
Johns Hopkins Medicine,hopkinsmedicine.org,https://mediabiasfactcheck.com/johns-hopkins-medicine/,0,3
Joint Center for Polititical and Economic Studies,jointcenter.org,https://mediabiasfactcheck.com/joint-center-for-political-and-economic-studies/,-10,2
Jookos News,jookos.com,https://mediabiasfactcheck.com/jookos-news/,27,-1
Journal Gazette,journalgazette.net,https://mediabiasfactcheck.com/journal-gazette-times-courier/,-2,2
Journal Politics and Society,helvidius.org,https://mediabiasfactcheck.com/journal-of-politics-and-society/,-6,3
Jstor,jstor.org,https://mediabiasfactcheck.com/jstore/,0,3
Jstor Daily,daily.jstor.org,https://mediabiasfactcheck.com/jstore-daily/,-10,2
Judicial Crisis Network,judicialnetwork.com,https://mediabiasfactcheck.com/judicial-crisis-network/,25,0
Judicial Watch,judicialwatch.org,https://mediabiasfactcheck.com/judicial-watch/,29,-1
Just Facts,justfacts.com,https://mediabiasfactcheck.com/just-facts/,11,1
Just Facts Daily,justfactsdaily.com,https://mediabiasfactcheck.com/just-facts-daily/,17,0
Just Security,justsecurity.org,https://mediabiasfactcheck.com/just-security/,-12,2
Just the Facts,justthefacts.org,https://mediabiasfactcheck.com/just-the-facts/,24,0
Justice Denied,justicedenied.org,https://mediabiasfactcheck.com/justice-denied/,-2,2
Kaiser Family Foundation,kff.org,https://mediabiasfactcheck.com/kaiser-family-foundation/,-3,2
Kansas City Star,kansascity.com,https://mediabiasfactcheck.com/kansas-city-star/,-9,2
Kansas Policy Institute,kansaspolicy.org,https://mediabiasfactcheck.com/kansas-policy-institute-kpi/,23,0
Keep and Bear,keepandbear.com,https://mediabiasfactcheck.com/keep-and-bear/,25,2
KMOV,kmov.com,https://mediabiasfactcheck.com/kmov/,-3,2
Knight Foundation,knightfoundation.org,https://mediabiasfactcheck.com/knight-foundation/,-6,2
Knights Templar International,knightstemplarorder.com,https://mediabiasfactcheck.com/knights-templar-international/,31,-1
Know Your Meme,knowyourmeme.com,https://mediabiasfactcheck.com/know-your-meme/,0,2
Knowhere,knowherenews.com,https://mediabiasfactcheck.com/knowhere/,0,2
Knox Report,knoxreport.com,https://mediabiasfactcheck.com/knox-report/,27,0
Knoxville News Senitinel,knoxnews.com,https://mediabiasfactcheck.com/knoxville-news-sentinel/,2,2
KOCO News 5,koco.com,https://mediabiasfactcheck.com/koco-news-5/,-5,2
Korean Central News Agency,kcna.kp,https://mediabiasfactcheck.com/korean-central-news-agency/,-32,-2
Korean Herald,koreaherald.com,https://mediabiasfactcheck.com/korean-herald/,7,0
Kotaku,kotaku.com,https://mediabiasfactcheck.com/kotaku/,-11,2
KUOW NPR,kuow.org,https://mediabiasfactcheck.com/kuow-npr/,-8,2
Kurdistan 24,kurdistan24.net,https://mediabiasfactcheck.com/kurdistan-24/,-13,0
KUTV Salt Lake City,kutv.com,https://mediabiasfactcheck.com/kutv-salt-lake-city/,9,2
Kyiv Post,kyivpost.com,https://mediabiasfactcheck.com/kyiv-post/,-13,0
La Devoir,ledevoir.com,https://mediabiasfactcheck.com/le-devoir/,1,2
La Presse,lapresse.ca,https://mediabiasfactcheck.com/la-presse/,-14,2
LA Times,latimes.com,https://mediabiasfactcheck.com/la-times-los-angeles-times/,-11,2
LADbible,ladbible.com,https://mediabiasfactcheck.com/ladbible/,7.1,-2
